CÓDIGO DE DEPARTAMENTO,NOMBRE DEL DEPARTAMENTO,CÓDIGO DE MUNICIPIO,NOMBRE DE MUNICIPIO,NOMBRE PARAMO,NOMBRE ÁREA PROTEGIDA,ÁREAS PROTEGIDAS DEL SISTEMA NACIONAL DE AREAS PROTEGIDAS,CATEGORÍA DE ÁREAS PROTEGIDAS (Decreto 2372/2010),ADMINISTRADOR,FECHA INICIO DE ADMINISTRACIÓN,ÁREA - HECTÁREAS,EJECUCIÓN DE PROYECTOS DE LA RAPE REGION CENTRAL
25,Cundinamarca,25178,CHIPAQUE,Cruz Verde - Sumapaz,Bosque Oriental De Bogota,Areas Protegidas Públicas,Reservas Forestales Protectoras Nacionales,Ministerio de Ambiente y Desarrollo Sostenible - MADS,09/30/1976 12:00:00 AM,431.13,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25178,CHIPAQUE,Cruz Verde - Sumapaz,Parque Ecologico De Los Andes,Areas Protegidas Privadas,Reserva Natural de la Sociedad Civil,Parques Nacionales Naturales - PNN,10/28/2004 12:00:00 AM,111.28,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
50,Meta,50686,SAN JUANITO,Chingaza,Chingaza,Areas Protegidas Públicas,Parque Nacional Natural,Parques Nacionales Naturales - PNN,06/24/1968 12:00:00 AM,3613.21,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
50,Meta,50686,SAN JUANITO,Chingaza,Rio Rucio,Areas Protegidas Públicas,Reservas Forestales Protectoras Nacionales,Ministerio de Ambiente y Desarrollo Sostenible - MADS,10/05/1987 12:00:00 AM,18.17,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
50,Meta,50686,SAN JUANITO,Chingaza,Chingaza,Areas Protegidas Públicas,Parque Nacional Natural,Parques Nacionales Naturales - PNN,06/24/1968 12:00:00 AM,3751.47,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25841,UBAQUE,Cruz Verde - Sumapaz,Bosque Oriental De Bogota,Areas Protegidas Públicas,Reservas Forestales Protectoras Nacionales,Ministerio de Ambiente y Desarrollo Sostenible - MADS,09/30/1976 12:00:00 AM,27.57,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
73,Tolima,73124,CAJAMARCA,Los Nevados,De la Cuenca Alta del Rio Quindio de Salento,Areas Protegidas Públicas,Distritos Regionales de Manejo Integrado,Corporación Autónoma Regional del Quindío – CRQ,06/30/2011 12:00:00 AM,54.16,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25181,CHOACHI ,Chingaza,Rios Blanco y Negro,Areas Protegidas Públicas,Reservas Forestales Protectoras Nacionales,Ministerio de Ambiente y Desarrollo Sostenible - MADS,09/02/1982 12:00:00 AM,1612.01,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25181,CHOACHI ,Chingaza,Chingaza,Areas Protegidas Públicas,Parque Nacional Natural,Parques Nacionales Naturales - PNN,06/24/1968 12:00:00 AM,1005.17,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25181,CHOACHI ,Cruz Verde - Sumapaz,Bosque Oriental De Bogota,Areas Protegidas Públicas,Reservas Forestales Protectoras Nacionales,Ministerio de Ambiente y Desarrollo Sostenible - MADS,09/30/1976 12:00:00 AM,8.18,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25181,CHOACHI ,Cruz Verde - Sumapaz,Villa Paz,Areas Protegidas Privadas,Reserva Natural de la Sociedad Civil,Parques Nacionales Naturales - PNN,04/02/2001 12:00:00 AM,4.58,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25181,CHOACHI ,Cruz Verde - Sumapaz,El Colibri,Areas Protegidas Privadas,Reserva Natural de la Sociedad Civil,Parques Nacionales Naturales - PNN,08/14/2017 12:00:00 AM,0.55,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
15,Boyaca,15109,BUENAVISTA,Guerrero,Paramo de Guargua y Laguna Verde,Areas Protegidas Públicas,Distritos Regionales de Manejo Integrado,Corporación Autónoma Regional de Cundinamarca – CAR,08/18/2009 12:00:00 AM,25.22,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25781,SUTATAUSA,Guerrero,Paramo de Guargua y Laguna Verde,Areas Protegidas Públicas,Distritos Regionales de Manejo Integrado,Corporación Autónoma Regional de Cundinamarca – CAR,08/18/2009 12:00:00 AM,4.83,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25781,SUTATAUSA,Guerrero,Paramo de Guargua y Laguna Verde,Areas Protegidas Públicas,Distritos Regionales de Manejo Integrado,Corporación Autónoma Regional de Cundinamarca – CAR,08/18/2009 12:00:00 AM,0.87,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25781,SUTATAUSA,Guerrero,Paramo de Guargua y Laguna Verde,Areas Protegidas Públicas,Reservas Forestales Protectoras Regionales,Corporación Autónoma Regional de Cundinamarca – CAR,08/18/2009 12:00:00 AM,0.22,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
50,Meta,50400,LEJANIAS ,Cruz Verde - Sumapaz,Sumapaz,Areas Protegidas Públicas,Parque Nacional Natural,Parques Nacionales Naturales - PNN,06/06/1977 12:00:00 AM,3219.02,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
50,Meta,50400,LEJANIAS ,Cruz Verde - Sumapaz,Sumapaz,Areas Protegidas Públicas,Parque Nacional Natural,Parques Nacionales Naturales - PNN,06/06/1977 12:00:00 AM,125.73,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
50,Meta,50400,LEJANIAS ,Cruz Verde - Sumapaz,Sumapaz,Areas Protegidas Públicas,Parque Nacional Natural,Parques Nacionales Naturales - PNN,06/06/1977 12:00:00 AM,281.96,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25513,PACHO,Guerrero,Rio Subachoque y Pantano de Arce,Areas Protegidas Públicas,Distritos Regionales de Manejo Integrado,Corporación Autónoma Regional de Cundinamarca – CAR,06/11/1997 12:00:00 AM,49.78,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25513,PACHO,Guerrero,Paramo de Guargua y Laguna Verde,Areas Protegidas Públicas,Distritos Regionales de Manejo Integrado,Corporación Autónoma Regional de Cundinamarca – CAR,08/18/2009 12:00:00 AM,98.7,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25513,PACHO,Guerrero,Paramo de Guargua y Laguna Verde,Areas Protegidas Públicas,Reservas Forestales Protectoras Regionales,Corporación Autónoma Regional de Cundinamarca – CAR,08/18/2009 12:00:00 AM,86.91,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25224,CUCUMBIO ,Altiplano Cundiboyacense,Juaitoque,Areas Protegidas Públicas,Distritos Regionales de Manejo Integrado,Corporación Autónoma Regional de Cundinamarca – CAR,01/21/1998 12:00:00 AM,107.26,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
73,Tolima,73870,VILLAHERMOSA,Los Nevados,Los Nevados,Areas Protegidas Públicas,Parque Nacional Natural,Parques Nacionales Naturales - PNN,04/30/1974 12:00:00 AM,1532.21,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25436,MANTA,Chingaza,Cuenca Alta de Los Rios Salinero y Moquentiva,Areas Protegidas Públicas,Reservas Forestales Protectoras Regionales,Corporación Autónoma Regional del Guavio – CORPOGUAVIO,12/22/2009 12:00:00 AM,12.59,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25736,SESQUILE ,Chingaza,Vista Hermosa de Monquentiva,Areas Protegidas Públicas,Parques Naturales Regionales,Corporación Autónoma Regional de Cundinamarca – CAR,09/19/2017 12:00:00 AM,14.13,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25777,SUPATA,Guerrero,Rio Subachoque y Pantano de Arce,Areas Protegidas Públicas,Distritos Regionales de Manejo Integrado,Corporación Autónoma Regional de Cundinamarca – CAR,06/11/1997 12:00:00 AM,43.84,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
73,Tolima,73152,CASABIANCA,Los Nevados,Los Nevados,Areas Protegidas Públicas,Parque Nacional Natural,Parques Nacionales Naturales - PNN,04/30/1974 12:00:00 AM,1636.92,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
15,Boyaca,15377,LABRANZAGRANDE,Tota - Bijagual - Mamapacha,Unidad Biogeografica de Siscunci Oceta,Areas Protegidas Públicas,Parques Naturales Regionales,Corporacion Autonoma Regional de Boyaca – CORPOBOYACA,12/16/2008 12:00:00 AM,3682.74,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
15,Boyaca,15232,CHIQUIZA,Iguaque Merchan,Iguaque,Areas Protegidas Públicas,Santuario de Fauna y Flora,Parques Nacionales Naturales - PNN,06/01/1977 12:00:00 AM,660.62,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
15,Boyaca,15232,CHIQUIZA,Iguaque Merchan,Iguaque,Areas Protegidas Públicas,Santuario de Fauna y Flora,Parques Nacionales Naturales - PNN,06/01/1977 12:00:00 AM,891.54,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25293,GACHALA,Chingaza,Chingaza,Areas Protegidas Públicas,Parque Nacional Natural,Parques Nacionales Naturales - PNN,06/24/1968 12:00:00 AM,3137.8,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25293,GACHALA,Chingaza,Rio Rucio,Areas Protegidas Públicas,Reservas Forestales Protectoras Nacionales,Ministerio de Ambiente y Desarrollo Sostenible - MADS,10/05/1987 12:00:00 AM,168.66,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25293,GACHALA,Chingaza,Chingaza,Areas Protegidas Públicas,Parque Nacional Natural,Parques Nacionales Naturales - PNN,06/24/1968 12:00:00 AM,14.23,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
25,Cundinamarca,25293,GACHALA,Chingaza,Pozo Azul,Areas Protegidas Públicas,Reservas Forestales Protectoras Regionales,Corporación Autónoma Regional del Guavio – CORPOGUAVIO,12/22/2008 12:00:00 AM,3.41,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
73,Tolima,73001,IBAGUE ,Los Nevados,Los Nevados,Areas Protegidas Públicas,Parque Nacional Natural,Parques Nacionales Naturales - PNN,04/30/1974 12:00:00 AM,4594.21,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
73,Tolima,73001,IBAGUE ,Los Nevados,El Humedal y la Santisima Trinidad,Areas Protegidas Públicas,Reservas Forestales Protectoras Regionales,Corporación Autónoma Regional del Tolima – CORTOLIMA,06/29/2011 12:00:00 AM,125.54,"Proyecto Implementación de acciones de conservación y restauración de los complejos de páramo, bosque alto-andino y servicios ecosistémicos de la Región Central"
